label,join_buffer_size_bytes,join_buffer_size_label,join_id,actual_time_get_all_ms
q6,262144,256KB,13,36.7
q6,262144,256KB,1,444.0
q6,262144,256KB,2,268.0
q6,262144,256KB,3,260.0
q6,262144,256KB,4,248.0
q6,262144,256KB,5,169.0
q6,262144,256KB,6,138.0
q6,262144,256KB,7,129.0
q6,262144,256KB,8,128.0
q6,262144,256KB,9,106.0
q6,262144,256KB,10,77.7
q6,262144,256KB,11,49.8
q6,262144,256KB,12,40.0
q6,262144,256KB,13,36.2
q6,262144,256KB,1,445.0
q6,262144,256KB,2,270.0
q6,262144,256KB,3,261.0
q6,262144,256KB,4,250.0
q6,262144,256KB,5,172.0
q6,262144,256KB,6,141.0
q6,262144,256KB,7,132.0
q6,262144,256KB,8,131.0
q6,262144,256KB,9,108.0
q6,262144,256KB,10,79.5
q6,262144,256KB,11,51.8
q6,262144,256KB,12,40.5
q6,262144,256KB,13,37.3
q6,262144,256KB,1,443.0
q6,262144,256KB,2,268.0
q6,262144,256KB,3,259.0
q6,262144,256KB,4,248.0
q6,262144,256KB,5,171.0
q6,262144,256KB,6,138.0
q6,262144,256KB,7,128.0
q6,262144,256KB,8,127.0
q6,262144,256KB,9,105.0
q6,262144,256KB,10,76.7
q6,262144,256KB,11,50.4
q6,262144,256KB,12,40.4
q6,262144,256KB,13,37.2
q6,262144,256KB,1,443.0
q6,262144,256KB,2,266.0
q6,262144,256KB,3,257.0
q6,262144,256KB,4,246.0
q6,262144,256KB,5,168.0
q6,262144,256KB,6,138.0
q6,262144,256KB,7,129.0
q6,262144,256KB,8,128.0
q6,262144,256KB,9,106.0
q6,262144,256KB,10,77.6
q6,262144,256KB,11,49.3
q6,262144,256KB,12,39.1
q6,262144,256KB,13,35.9
q6,262144,256KB,1,449.0
q6,262144,256KB,2,272.0
q6,262144,256KB,3,263.0
q6,262144,256KB,4,252.0
q6,262144,256KB,5,170.0
q6,262144,256KB,6,140.0
q6,262144,256KB,7,131.0
q6,262144,256KB,8,130.0
q6,262144,256KB,9,108.0
q6,262144,256KB,10,78.0
q6,262144,256KB,11,49.8
q6,262144,256KB,12,39.6
q6,262144,256KB,13,36.3
q6,262144,256KB,1,445.0
q6,262144,256KB,2,268.0
q6,262144,256KB,3,259.0
q6,262144,256KB,4,248.0
q6,262144,256KB,5,171.0
q6,262144,256KB,6,140.0
q6,262144,256KB,7,130.0
q6,262144,256KB,8,129.0
q6,262144,256KB,9,107.0
q6,262144,256KB,10,79.1
q6,262144,256KB,11,52.0
q6,262144,256KB,12,41.3
q6,262144,256KB,13,38.0
q6,262144,256KB,1,447.0
q6,262144,256KB,2,271.0
q6,262144,256KB,3,262.0
q6,262144,256KB,4,251.0
q6,262144,256KB,5,170.0
q6,262144,256KB,6,138.0
q6,262144,256KB,7,129.0
q6,262144,256KB,8,128.0
q6,262144,256KB,9,107.0
q6,262144,256KB,10,78.4
q6,262144,256KB,11,50.6
q6,262144,256KB,12,39.8
q6,262144,256KB,13,36.4
q6,262144,256KB,1,462.0
q6,262144,256KB,2,267.0
q6,262144,256KB,3,258.0
q6,262144,256KB,4,247.0
q6,262144,256KB,5,169.0
q6,262144,256KB,6,137.0
q6,262144,256KB,7,127.0
q6,262144,256KB,8,126.0
q6,262144,256KB,9,105.0
q6,262144,256KB,10,76.5
q6,262144,256KB,11,49.6
q6,262144,256KB,12,39.4
q6,262144,256KB,13,36.1
q6,262144,256KB,1,456.0
q6,262144,256KB,2,279.0
q6,262144,256KB,3,270.0
q6,262144,256KB,4,259.0
q6,262144,256KB,5,175.0
q6,262144,256KB,6,143.0
q6,262144,256KB,7,133.0
q6,262144,256KB,8,132.0
q6,262144,256KB,9,110.0
q6,262144,256KB,10,81.5
q6,262144,256KB,11,54.1
q6,262144,256KB,12,43.3
q6,262144,256KB,13,39.6
q6,262144,256KB,1,445.0
q6,262144,256KB,2,266.0
q6,262144,256KB,3,257.0
q6,262144,256KB,4,246.0
q6,262144,256KB,5,166.0
q6,262144,256KB,6,135.0
q6,262144,256KB,7,126.0
q6,262144,256KB,8,125.0
q6,262144,256KB,9,103.0
q6,262144,256KB,10,75.3
q6,262144,256KB,11,49.0
q6,262144,256KB,12,38.7
q6,262144,256KB,13,35.5
q6,262144,256KB,1,443.0
q6,262144,256KB,2,264.0
q6,262144,256KB,3,255.0
q6,262144,256KB,4,244.0
q6,262144,256KB,5,168.0
q6,262144,256KB,6,138.0
q6,262144,256KB,7,129.0
q6,262144,256KB,8,128.0
q6,262144,256KB,9,105.0
q6,262144,256KB,10,77.6
q6,262144,256KB,11,50.3
q6,262144,256KB,12,40.3
q6,262144,256KB,13,36.9
q6,262144,256KB,1,443.0
q6,262144,256KB,2,268.0
q6,262144,256KB,3,259.0
q6,262144,256KB,4,248.0
q6,262144,256KB,5,170.0
q6,262144,256KB,6,138.0
q6,262144,256KB,7,129.0
q6,262144,256KB,8,128.0
q6,262144,256KB,9,106.0
q6,262144,256KB,10,75.8
q6,262144,256KB,11,48.2
q6,262144,256KB,12,38.5
q6,262144,256KB,13,35.2
q6,262144,256KB,1,449.0
q6,262144,256KB,2,270.0
q6,262144,256KB,3,261.0
q6,262144,256KB,4,250.0
q6,262144,256KB,5,171.0
q6,262144,256KB,6,140.0
q6,262144,256KB,7,130.0
q6,262144,256KB,8,129.0
q6,262144,256KB,9,107.0
q6,262144,256KB,10,78.1
q6,262144,256KB,11,50.6
q6,262144,256KB,12,40.2
q6,262144,256KB,13,37.0
q6,262144,256KB,1,466.0
q6,262144,256KB,2,290.0
q6,262144,256KB,3,281.0
q6,262144,256KB,4,270.0
q6,262144,256KB,5,170.0
q6,262144,256KB,6,139.0
q6,262144,256KB,7,130.0
q6,262144,256KB,8,129.0
q6,262144,256KB,9,107.0
q6,262144,256KB,10,77.2
q6,262144,256KB,11,49.2
q6,262144,256KB,12,39.3
q6,262144,256KB,13,36.1
q6,262144,256KB,1,449.0
q6,262144,256KB,2,270.0
q6,262144,256KB,3,261.0
q6,262144,256KB,4,249.0
q6,262144,256KB,5,170.0
q6,262144,256KB,6,139.0
q6,262144,256KB,7,130.0
q6,262144,256KB,8,129.0
q6,262144,256KB,9,106.0
q6,262144,256KB,10,77.7
q6,262144,256KB,11,52.2
q6,262144,256KB,12,42.2
q6,262144,256KB,13,38.8
q6,262144,256KB,1,444.0
q6,262144,256KB,2,270.0
q6,262144,256KB,3,261.0
q6,262144,256KB,4,249.0
q6,262144,256KB,5,173.0
q6,262144,256KB,6,141.0
q6,262144,256KB,7,131.0
q6,262144,256KB,8,130.0
q6,262144,256KB,9,107.0
q6,262144,256KB,10,77.5
q6,262144,256KB,11,49.8
q6,262144,256KB,12,39.6
q6,262144,256KB,13,36.4
q6,262144,256KB,1,446.0
q6,262144,256KB,2,267.0
q6,262144,256KB,3,258.0
q6,262144,256KB,4,246.0
q6,262144,256KB,5,169.0
q6,262144,256KB,6,139.0
q6,262144,256KB,7,129.0
q6,262144,256KB,8,128.0
q6,262144,256KB,9,107.0
q6,262144,256KB,10,76.5
q6,262144,256KB,11,48.9
q6,262144,256KB,12,38.5
q6,262144,256KB,13,35.2
q6,262144,256KB,1,445.0
q6,262144,256KB,2,269.0
q6,262144,256KB,3,260.0
q6,262144,256KB,4,249.0
q6,262144,256KB,5,172.0
q6,262144,256KB,6,142.0
q6,262144,256KB,7,132.0
q6,262144,256KB,8,131.0
q6,262144,256KB,9,108.0
q6,262144,256KB,10,79.0
q6,262144,256KB,11,51.9
q6,262144,256KB,12,41.0
q6,262144,256KB,13,37.3
q6,262144,256KB,1,488.0
q6,262144,256KB,2,306.0
q6,262144,256KB,3,297.0
q6,262144,256KB,4,285.0
q6,262144,256KB,5,198.0
q6,262144,256KB,6,167.0
q6,262144,256KB,7,157.0
q6,262144,256KB,8,156.0
q6,262144,256KB,9,133.0
q6,262144,256KB,10,90.7
q6,262144,256KB,11,61.1
q6,262144,256KB,12,50.1
q6,262144,256KB,13,45.8
q6,262144,256KB,1,442.0
q6,262144,256KB,2,268.0
q6,262144,256KB,3,259.0
q6,262144,256KB,4,248.0
q6,262144,256KB,5,169.0
q6,262144,256KB,6,139.0
q6,262144,256KB,7,130.0
q6,262144,256KB,8,128.0
q6,262144,256KB,9,107.0
q6,262144,256KB,10,78.4
q6,262144,256KB,11,52.4
q6,262144,256KB,12,42.6
q6,262144,256KB,13,39.3
q6,262144,256KB,1,442.0
q6,262144,256KB,2,266.0
q6,262144,256KB,3,257.0
q6,262144,256KB,4,246.0
q6,262144,256KB,5,169.0
q6,262144,256KB,6,138.0
q6,262144,256KB,7,128.0
q6,262144,256KB,8,127.0
q6,262144,256KB,9,104.0
q6,262144,256KB,10,75.1
q6,262144,256KB,11,48.7
q6,262144,256KB,12,38.8
q6,262144,256KB,13,35.6
q6,262144,256KB,1,446.0
q6,262144,256KB,2,268.0
q6,262144,256KB,3,259.0
q6,262144,256KB,4,248.0
q6,262144,256KB,5,169.0
q6,262144,256KB,6,139.0
q6,262144,256KB,7,129.0
q6,262144,256KB,8,128.0
q6,262144,256KB,9,107.0
q6,262144,256KB,10,78.1
q6,262144,256KB,11,49.5
q6,262144,256KB,12,39.1
q6,262144,256KB,13,35.7
q6,262144,256KB,1,446.0
q6,262144,256KB,2,270.0
q6,262144,256KB,3,260.0
q6,262144,256KB,4,249.0
q6,262144,256KB,5,171.0
q6,262144,256KB,6,138.0
q6,262144,256KB,7,129.0
q6,262144,256KB,8,128.0
q6,262144,256KB,9,106.0
q6,262144,256KB,10,77.4
q6,262144,256KB,11,50.3
q6,262144,256KB,12,39.8
q6,262144,256KB,13,36.5
q6,262144,256KB,1,444.0
q6,262144,256KB,2,270.0
q6,262144,256KB,3,262.0
q6,262144,256KB,4,250.0
q6,262144,256KB,5,170.0
q6,262144,256KB,6,139.0
q6,262144,256KB,7,130.0
q6,262144,256KB,8,128.0
q6,262144,256KB,9,107.0
q6,262144,256KB,10,78.5
q6,262144,256KB,11,51.0
q6,262144,256KB,12,40.9
q6,262144,256KB,13,37.4
q6,262144,256KB,1,445.0
q6,262144,256KB,2,268.0
q6,262144,256KB,3,259.0
q6,262144,256KB,4,247.0
q6,262144,256KB,5,171.0
q6,262144,256KB,6,140.0
q6,262144,256KB,7,130.0
q6,262144,256KB,8,129.0
q6,262144,256KB,9,107.0
q6,262144,256KB,10,77.5
q6,262144,256KB,11,51.0
q6,262144,256KB,12,40.0
q6,262144,256KB,13,36.7
q6,262144,256KB,1,446.0
q6,262144,256KB,2,269.0
q6,262144,256KB,3,260.0
q6,262144,256KB,4,249.0
q6,262144,256KB,5,171.0
q6,262144,256KB,6,137.0
q6,262144,256KB,7,128.0
q6,262144,256KB,8,127.0
q6,262144,256KB,9,105.0
q6,262144,256KB,10,77.1
q6,262144,256KB,11,48.3
q6,262144,256KB,12,38.6
q6,262144,256KB,13,35.4
q6,262144,256KB,1,444.0
q6,262144,256KB,2,267.0
q6,262144,256KB,3,258.0
q6,262144,256KB,4,247.0
q6,262144,256KB,5,168.0
q6,262144,256KB,6,138.0
q6,262144,256KB,7,129.0
q6,262144,256KB,8,127.0
q6,262144,256KB,9,105.0
q6,262144,256KB,10,77.3
q6,262144,256KB,11,49.4
q6,262144,256KB,12,38.9
q6,262144,256KB,13,35.6
q6,262144,256KB,1,442.0
q6,262144,256KB,2,267.0
q6,262144,256KB,3,258.0
q6,262144,256KB,4,246.0
q6,262144,256KB,5,169.0
q6,262144,256KB,6,137.0
q6,262144,256KB,7,128.0
q6,262144,256KB,8,127.0
q6,262144,256KB,9,105.0
q6,262144,256KB,10,76.4
q6,262144,256KB,11,49.5
q6,262144,256KB,12,39.2
q6,262144,256KB,13,36.0
q6,262144,256KB,1,445.0
q6,262144,256KB,2,269.0
q6,262144,256KB,3,260.0
q6,262144,256KB,4,249.0
q6,262144,256KB,5,172.0
q6,262144,256KB,6,141.0
q6,262144,256KB,7,131.0
q6,262144,256KB,8,130.0
q6,262144,256KB,9,108.0
q6,262144,256KB,10,78.3
q6,262144,256KB,11,50.0
q6,262144,256KB,12,40.2
q6,262144,256KB,13,36.9
q6,262144,256KB,1,465.0
q6,262144,256KB,2,270.0
q6,262144,256KB,3,261.0
q6,262144,256KB,4,250.0
q6,262144,256KB,5,170.0
q6,262144,256KB,6,139.0
q6,262144,256KB,7,129.0
q6,262144,256KB,8,128.0
q6,262144,256KB,9,106.0
q6,262144,256KB,10,77.2
q6,262144,256KB,11,49.9
q6,262144,256KB,12,39.3
q6,262144,256KB,13,35.6
q6,262144,256KB,1,451.0
q6,262144,256KB,2,268.0
q6,262144,256KB,3,259.0
q6,262144,256KB,4,248.0
q6,262144,256KB,5,171.0
q6,262144,256KB,6,139.0
q6,262144,256KB,7,130.0
q6,262144,256KB,8,128.0
q6,262144,256KB,9,106.0
q6,262144,256KB,10,77.4
q6,262144,256KB,11,49.7
q6,262144,256KB,12,39.2
q6,262144,256KB,13,36.0
q6,262144,256KB,1,472.0
q6,262144,256KB,2,267.0
q6,262144,256KB,3,258.0
q6,262144,256KB,4,247.0
q6,262144,256KB,5,168.0
q6,262144,256KB,6,138.0
q6,262144,256KB,7,129.0
q6,262144,256KB,8,128.0
q6,262144,256KB,9,106.0
q6,262144,256KB,10,77.8
q6,262144,256KB,11,49.2
q6,262144,256KB,12,38.8
q6,262144,256KB,13,35.5
q6,262144,256KB,1,447.0
q6,262144,256KB,2,267.0
q6,262144,256KB,3,259.0
q6,262144,256KB,4,247.0
q6,262144,256KB,5,169.0
q6,262144,256KB,6,137.0
q6,262144,256KB,7,128.0
q6,262144,256KB,8,127.0
q6,262144,256KB,9,106.0
q6,262144,256KB,10,76.7
q6,262144,256KB,11,49.6
q6,262144,256KB,12,39.3
q6,262144,256KB,13,36.0
